Symbol,Name,Last,Industry,20D Avg Vol,Market Cap
SAUHF,Straumann Hld N Akt,1210.17,Medical - Dental Suppliers,98,19406314000
SAXPY,Sampo Oyj ADR,22.39,Insurance - Proprty & Casualty,33416,24192000000
SBAC,SBA Communications,282.57,REIT - Equity Trust Other,850485,29786412000
SBGSY,Schneider Electric S,29.585,Machinery - Electrical,143468,83075552000
SBHGF,Sbi Holdings Inc Ord,28.925,Finance - Investment Brokers,712,6433693000
SBMFF,Sino Biopharmaceutic,0.99,Medical - Biomedical,5396,19448922000
SBNY,Signature Bank,220.02,Banks - Northeast,842075,11369280000
SBRCY,Sberbank Russia,15.38,Banks - Foreign,210341,83967032000
SBS,Cia DE Saneamento Basico Do Estado,7.19,Utility - Water Supply,2566776,4941778000
SBSW,Sibanye Gold Ltd ADR,18.4,Mining - Misc,3383620,12772885000
SBUX,Starbucks Corp,109.9,Retail - Restaurants,7325740,1.24E+11
SC,Santander Consumer USA Holdings,27,Finance - Consumer Loans,1231186,8035676000
SCBFF,Standard Chartered.5,6.78,Banks - Foreign,5410,21134412000
SCCO,Southern Peru Copper Corp,69.42,Mining - Non Ferrous,1319619,52166968000
SCGLY,Societe Generale Spo,5.28,Banks - Foreign,86621,22187670000
SCHW,The Charles Schwab Corp,65.71,Finance - Investment Brokers,7531385,1.16E+11
SCHYY,Sands China Ltd,48.34,Hotels & Motels,32976,38817436000
SCI,Service Corp International,51.3,Funeral Services & Related,1047501,8335760000
SCMWY,Swisscom Ag Ads,53.95,Diversified Comm Services,21395,27910920000
SDC,Smiledirectclub Inc,10.54,Medical - Dental Suppliers,6065145,4012589000
SDGR,Schrodinger Inc,71.48,Medical Information Systems,1896039,4691505000
SDVKY,Sandvik Ab ADR,27.38,Machinery - Tools & Related,54169,33968772000
SDXAY,Sodexo Ads,19.26,Business Services,11760,14044994000
SE,Sea Ltd ADR,209.24,Finance - Investment Funds,5839347,64590004000
SEB,Seaboard Corp,3607.61,Food - Misc & Diversified,1141,4192774000
SEDG,Solaredge Tech,275.75,Solar,955733,13802828000
SEE,Sealed Air Corp,46.81,Containers - Paper Products,1228128,7005438000
SEGXF,Segro Plc REIT,12.7,REIT - Equity Trust Other,57893,12386804000
SEIC,Sei Investments Company,61.33,Finance - Investment Mgmt,489626,8507687000
SEKEY,Seiko Epson ADR,8.33,Office Automation & Equipment,3844,6657920000
SEM,Select Medical Holdings Corp,34.51,Medical - HMO,982159,4413281000
SEOAY,Stora Enso Oyj Ads,19.82,Paper & Related Products,18195,15015325000
SF,Stifel Financial Corp,64.7,Finance - Investment Brokers,628665,6862747000
SFIX,Stitch Fix Inc,48.7,Retail - Apparel & Shoes,3468467,4942962000
SFTBY,Softbank Corp ADR,42.12,Wireless Non-US,390924,1.78E+11
SGAPY,Singapore Tele ADR,18.21,Diversified Comm Services,41796,28771876000
SGBAF,Ses Global S.A.,8.18,Satellite Communication,3174,4860356000
SGEN,Seagen Inc,139.67,Medical - Biomedical,1222805,25397382000
SGFY,Signify Health Inc Cl A,26.99,Medical Information Systems,684982,5383320000
SGPYY,Sage Grp Plc ADR,33.935,Business Software Services,16596,9284852000
SGSOY,Sgs Sa ADR,28.39,Business Services,31099,22212982000
SGTZY,Surgutneftegaz ADR,4.56,Oil - International Integrated,10294,16219604000
SHAK,Shake Shack Inc,115,Retail - Restaurants,809807,4653745000
SHC,Sotera Health Company,24.57,Medical Services,2637196,6981972000
SHCAY,Sharp Corp Ltd ADR,4.3,Audio & Video Products,15088,10084981000
SHECY,Shin-Etsu Chemical C,43.19,Chemical - Diversified,61488,69616016000
SHG,Shinhan Financial Group CO Ltd,32.29,Banks - Foreign,150642,16071425000
SHLS,Shoals Technologies Group Inc Cl A,31.29,Solar,2129799,5109438000
SHLX,Shell Midstream Partners LP,13.27,Oil Gas Prod Pipeline MLP,1639269,4994771000
SHMUY,Shimizu Corp,34.67,Building & Construction - Misc,515,6663074000
SHNWF,Schroders Plc,48.1,Finance - Investment Mgmt,713,13701250000
SHOP,Shopify Inc,1065.21,Internet - Services,1577002,1.35E+11
SHW,Sherwin-Williams Company,759.02,Paint & Related Products,540182,64885284000
SID,Companhia Siderurgica Nacional,6.14,Steel - Producers,4383879,8186368000
SIEGY,Siemens Ag,81.321,Industrial Services,130767,1.36E+11
SIGI,Selective Ins Group,74.42,Insurance - Proprty & Casualty,270852,4314498000
SIRI,Sirius XM Holdings,6.22,Broadcast - Radio & TV,24689516,25295272000
SITE,Siteone Landscape Supply,177.77,Industrial Services,253364,7365093000
SIVB,Svb Financial Group,491.98,Banks - West,630486,25334630000
SJM,J.M. Smucker Company,128.5,Food - Misc & Diversified,1286913,13494419000
SJMHF,Sjm Hld Ltd,1.24,Gaming,8445,7929754000
SJR,Shaw Communications Inc,26.39,Cable TV,1789370,12723734000
SKFRY,Skf Ab ADR,28.26,Metal Production & Fabrication,6921,12820864000
SKHSY,Sekisui House Spn Ad,22.2,Building - Residential & Comm,18108,14611135000
SKLZ,Skillz Inc,18.6,Gaming,17457596,7393201000
SKM,Sk Telecom Corp,27.23,Wireless Non-US,360081,17822084000
SKX,Skechers U.S.A.,42.25,Shoes and Related Apparel,1579373,6451812000
SLAB,Silicon Labs Inc,142.83,Semi Analog & Mixed,376144,6035725000
SLB,Schlumberger N.V.,28.31,Oil - Field Services,16086100,38340428000
SLF,Sun Life Financial Inc,50.9,Insurance - Life,491652,29669640000
SLFPY,Standard Life Plc Ad,15.75,Finance - Misc Services,940,8586601000
SLG,SL Green Realty Corp,72.31,REIT - Equity Trust Other,1801999,4855956000
SLGN,Silgan Holdings,43.01,Containers - Metal & Glass,400998,4610287000
SLM,SLM Corp,17.89,Finance - Consumer Loans,7598446,5964205000
SLOIF,Soitec Sa,193,Electronics - Semiconductors,455,6104588000
SLQT,Selectquote Inc,28.22,Insurance - Multi Line,3109800,4359663000
SMAR,Smartsheet Inc Cl A,62.83,Internet - Software,1297438,7719961000
SMCAY,Smc Corp,30.23,Electronics Products - Misc,74685,39006944000
SMFG,Sumitomo Mitsui Financial Group Inc,7.74,Banks - Foreign,1555520,51356632000
SMFKY,Smurfit Kappa,48.8,Paper & Related Products,9371,12433200000
SMG,Scotts Miracle-Gro Company,241.42,Fertilizers,479152,12841210000
SMGBY,San Miguel Corp Cl B,25.5,Food - Misc & Diversified,605,5315993000
SMGZY,Smiths Group Plc ADR,21.33,Technology Services,10012,7970981000
SMNNY,Shimano Inc,23.36,Leisure & Recreational Prdcts,31888,21933292000
SMPNY,Sompo Japan Nipponkoa Holdings Inc ADR,19.93,Insurance - Proprty & Casualty,5770,14783888000
SMTC,Semtech Corp,68.02,Semi Analog & Mixed,444838,4275247000
SNA,Snap-On Inc,229.63,Tools - Hand Held,531334,11730842000
SNAP,Snap Inc,51.6,Internet - Software,21752070,76184432000
SNDR,Schneider National Inc,25.3,Transportation - Services,545587,4307929000
SNE,Sony Corp,105.42,Audio & Video Products,1048583,1.25E+11
SNLAY,Sino Land CO Ltd Spo,7.17,Real Estate Operations,1150,10506539000
SNN,Smith & Nephew Snats,37.69,Medical Products,458268,16149492000
SNOW,Snowflake Inc Cl A,235,Internet - Software,6561951,59054664000
SNP,China Petroleum & Chemical Corp,53.08,Emerging Markets Integrated,152012,63283920000
SNPS,Synopsys Inc,242.75,Computer - Software,1157239,35510528000
SNPTF,Sunny Optical,23.21,Medical Products,4360,23757770000
SNV,Synovus Financial Corp,46.92,Banks - Southeast,1147062,6556687000
SNX,Synnex Corp,116.7,Business Software Services,435987,5646260000
SNY,Sanofi-Aventis S.A.,49.63,Large Cap Pharma,1604219,1.22E+11
SO,Southern Company,61.66,Utility - Electric Power,4272554,64125660000
SOMLY,Secom CO Ltd ADR,21.855,Business Services,19706,19578032000
SOMMY,Sumitomo Chemical CO,26.85,Chemical - Diversified,11881,8641422000
SON,Sonoco Products Company,64.24,Containers - Paper Products,527447,6284295000
SONO,Sonos Inc,37.84,Audio & Video Products,3288857,4450736000
SONVY,Sonova Holding Ag,54.82,Medical Instruments,25789,17316676000
SOUHY,South32 Ltd,10.61,Mining - Misc,28411,9777459000
SPCE,Virgin Galactic Holdings Inc,29.59,Aerospace - Defense,13243008,6823987000
SPG,Simon Property Group,114.67,REIT - Equity Trust Retail,3724413,35938008000
SPGI,S&P Global Inc,359.55,Business Information,1580519,84675848000
SPKKY,Spark New Zealand Ltd,15.27,Wireline Non-US,24546,5636521000
SPLK,Splunk Inc,135.19,Internet - Software,2924111,21822630000
SPOT,Spotify Technology S.A.,261.31,Technology Services,1465278,46367608000
SPR,Spirit Aerosystems Holdings,48.34,Aerospace - Defense Equipment,3173188,4759713000
SPWR,Sunpower Corp,32.87,Solar,4552640,5234333000
SQ,Square,213.6,Internet - Software,11801854,97064840000
SQM,Sociedad Quimica Y Minera S.A.,52.46,Fertilizers,1062755,13675872000
SRC,Spirit Realty Capital Inc,43.17,REIT - Equity Trust Resident,937892,4810421000
SRCL,Stericycle Inc,67.4,Waste Removal Svcs,418627,5993061000
SRE,Sempra Energy,132.14,Utility - Gas Distribution,1812344,39025164000
SRPT,Sarepta Therapeutics,74.78,Medical - Biomedical,1137851,5954986000
SSAAY,Ssab Svenskt Sta ADR,2.39,Steel - Producers,12560,4985201000
SSB,South State Cp,81.03,Banks - Southeast,402230,5552175000
SSD,Simpson Manufacturing Company,104.12,Building & Construction - Misc,299695,4368601000
SSDOY,Shiseido CO Ltd ADR,67.38,Cosmetics & Toiletries,26587,26725182000
SSEZY,Scottish & South ADR,20.045,Electrical Power,29806,20632222000
SSL,Sasol Ltd,14.62,Oil - International Integrated,727698,8865772000
SSMXY,Sysmex Corp ADR,54.7,Medical Instruments,30654,22260868000
SSNC,SS&C Technologies,68.15,Computer - Software,1449579,17344230000
SSREY,Swiss Re Ltd,25.15,Insurance - Multi Line,76873,31368730000
SSUMY,Sumitomo Corp ADR,15.12,Conglomerates - Div Operations,43394,18440894000
ST,Sensata Technologies Holding N.V.,59.63,Industrial Controls,1118474,9149716000
STAA,Staar Surgical Company,100.24,Medical - Dental Suppliers,636557,4417155000
STAG,STI Inc,34.2,REIT - Equity Trust Other,1371985,5257263000
STE,Steris Corp,193.68,Medical Instruments,699590,16025024000
STL,Sterling Bancorp,23.94,Banks - Northeast,4877002,4401238000
STLA,Stellantis N.V.,17.43,Auto - Foreign,3894013,33361008000
STLD,Steel Dynamics Inc,50.35,Steel - Producers,2735016,9721001000
STM,Stmicroelectronics N.V.,38.59,Semi General,3277806,33433358000
STN,Stantec Inc,42.75,Consulting,67767,4733383000
STNE,Stoneco Ltd Cl A,62.16,Internet - Software,2819679,17384862000
STOR,Store Capital Corpstore Capital,33.74,REIT - Equity Trust Retail,1606146,8776668000
STT,State Street Corp,85.89,Banks - Major Regional,3183059,28093630000
STWD,Starwood Property Trust,25.25,REIT - Mortgage Trusts,2266825,6961674000
STX,Seagate Tech Ord Shs,76.02,Computer - Storage Devices,3681062,16882528000
STZ,Constellation Brands Inc,235.31,Beverages - Alcohol,914552,44537016000
STZ.B,Constellation Brd Cl B,227.82,N/L,285,47507704000
SU,Suncor Energy Inc,21.29,Oil - C$ Integrated,9772332,32132588000
SUHJY,Sun Hung Kai Pptys L,14.94,Real Estate Operations,72333,42133720000
SUI,Sun Communities,150.16,REIT - Equity Trust Resident,932110,16064915000
SUOPY,Sumco Corp ADR,46.6,Semi General,1067,6842777000
SUZ,Suzano Papel E Celul,12.62,Paper & Related Products,727648,17791668000
SVNDY,Seven & I Holdings C,20.8875,Retail - Misc & Diversified,46057,35401488000
SWDBY,Swedbank Ab ADR,17.83,Banks - Foreign,17734,21417552000
SWGAY,Swatch Group Ag ADR,14.265,Consumer Prdts - Misc Staple,15682,41831360000
SWI,Solarwinds Corp,17.24,Internet - Software,1164438,5270921000
SWK,Stanley Black & Decker Inc,202.07,Machinery - Tools & Related,1389599,31274382000
SWKS,Skyworks Solutions,182.18,Semi Radio Frequency,2164517,28229230000
SWMAY,Swedish Match ADR,38.85,Consumer Prdts - Misc Discr,32124,12508864000
SWRAY,Swire Pacific Ltd Cl,7.12,Transportation - Airline,28860,26509888000
SYF,Synchrony Financial,41.32,Finance - Misc Services,7204251,23057502000
SYIEY,Symrise Ag,30.19,Cosmetics & Toiletries,84302,16099501000
SYK,Stryker Corp,240.98,Medical Products,1190030,87959552000
SYNA,Synaptics Inc,136.91,Electronics - Semiconductors,486222,4563332000
SYNH,Syneos Health Inc,77.79,Medical Information Systems,1318248,7903190000
SYY,Sysco Corp,80.63,Food - Misc & Diversified,2393325,39633492000
SZKMY,Suzuki Motor Corp,180.22,Auto - Foreign,7837,21357772000
T,AT&T Inc,30.31,Wireless National,46869559,2.14E+11
TAK,Takeda Pharmaceutical CO Ltd,19.18,Medical - Drugs,3028753,60721964000
TAL,Tal Education Group,56.2,Schools,6021682,34624420000
TAP,Molson Coors Brewing Company,51.37,Beverages - Alcohol,2754595,10483529000
TATYY,Tate & Lyle Plc ADR,43.48,Food - Misc & Diversified,2315,5091726000
TCBI,Texas Capital Bncsh,77.5,Banks - Southwest,797673,4002588000
TCEHY,Tencent Holdings ADR,80.98,Internet - Services,3187539,7.36E+11
TCF,TCF Financial Corp,47.56,Banks - Northeast,1031418,6905376000
TCOM,Trip.com Group Ltd,37.28,Leisure & Recreation Services,5987688,22457060000
TD,Toronto Dominion Bank,65.93,Banks - Foreign,2158503,1.18E+11
TDC,Teradata Corp,39.85,Computer - Storage Devices,1417057,4197568000
TDG,Transdigm Group Inc,586.44,Aerospace - Defense Equipment,245357,32420728000
TDOC,Teladoc Health Inc,176.89,Medical Services,4572318,27789872000
TDY,Teledyne Technologies Inc,400.78,Aerospace - Defense Equipment,258006,14367462000
TEAM,Atlassian Cls A Ord,212.94,Internet - Software,1549421,27812380000
TECH,Bio-Techne Cp,388.24,Medical - Biomedical,202060,14334674000
TECK,Teck Resources Ltd,19.05,Mining - Misc,6075477,9676719000
TEF,Telefonica S.A.,4.81,Diversified Comm Services,1557572,24766464000
TEL,Te Connectivity Ltd,128.75,Electronics - Misc Components,1872596,41324728000
TELNY,Telenor ASA Ads,17.49,Diversified Comm Services,63731,25750550000
TER,Teradyne Inc,119.02,Electronic Test Equipment,2509420,18669842000
TEVA,Teva Pharmaceutical Industries Ltd,11.58,Medical - Generic Drugs,9711472,12298059000
TEZNY,Terna Rete Elettrica,22.91,Utility - Electric Power,25485,15001232000
TFC,Truist Financial Corp,59.35,Banks - Major Regional,6714271,75047368000
TFII,Tfi International Inc,72.5,Transportation - Services,212366,6630526000
TFSL,Tfs Financial Corp,20.91,Finance - Savings & Loan,261953,5726618000
TFX,Teleflex Inc,413.02,Medical Instruments,230355,18846882000
TGNA,Tegna Inc,18.64,Broadcast - Radio & TV,2310844,4136123000
TGT,Target Corp,200.95,Retail - Discount,5177590,93879424000
TGTX,Tg Therapeuticscmn,46.1,Medical Products,1475890,6376980000
THC,Tenet Healthcare Corp,53.26,Medical - Hospitals,990202,5312986000
THG,The Hanover Insurance Group,131.11,Insurance - Proprty & Casualty,275692,4675002000
THKLY,T H K CO Ltd ADR,17.756,Semi General,10494,4494918000
THO,Thor Industries,133.7,Building - Mobile Homes & RV,837458,6935146000
TIAIY,Telecom Italia S.P.A.,5.6335,Wireless Non-US,6895,11740689000
TIIAY,Telecom Italia S.P.A.,5.39,Diversified Comm Services,56156,10849608000
TIMB,Tim S.A. ADR,11.18,Wireless Non-US,585563,5423152000
TIXT,Telus International [Cda] Inc Subordinate Voting,27.29,Technology Services,162623,7298925000
TJX,TJX Companies,66.04,Retail - Discount,7857552,77236592000
TKAGY,Telekom Austria Ag,16.08,Diversified Comm Services,490,5093393000
TKAMY,Thyssenkrupp Ag,12.9,Steel - Producers,24851,7663345000
TKC,Turkcell Iletisim Hizmetleri As,4.68,Wireless Non-US,1044773,4215200000
TKOMY,Tokio Marine ADR,50.4,Insurance - Proprty & Casualty,37263,34987436000
TKR,Timken Company,82.54,Metal Production & Fabrication,646194,5952382000
TLK,P.T. Telekomunikasi Indonesia Tbk,24.28,Diversified Comm Services,186458,22992290000
TLSNY,Teliasonera ADR,8.82,Wireless Non-US,27768,17933038000
TLSYY,Telstra Cp Ads,13,Diversified Comm Services,17076,29852182000
TLTZY,Tele2 Ab ADR,6.78,Wireline Non-US,2558,8868158000
TM,Toyota Motor Corp Ltd Ord,153.37,Auto - Foreign,391932,2.11E+11
TME,Tencent Music Entertainment Group ADR,20.1,Internet - Content,34434648,38885216000
TMICY,Trend Micro ADR,51.165,Computer - Software,6491,7147138000
TMNSF,Temenos Group Ag,149.4165,Internet - Software,1170,10601099000
TMO,Thermo Fisher Scientific Inc,460.06,Medical Instruments,2001295,1.75E+11
TMUS,T-Mobile US,122.99,Wireless National,5419253,1.52E+11
TMX,Terminix Global Hldgs Inc,48.85,Industrial Services,754323,6284448000
TNABY,Tenaga Nasional Berh,10.95,Utility - Electric Power,2440,14796400000
TNDM,Tandem Diabetes Care,82.59,Medical Instruments,877361,5261671000
TNET,Trinet Group Inc,78.68,Outsourcing,243953,5123541000
TNL,Travel + Leisure CO,62.77,Leisure & Recreation Services,759233,5071647000
TOELY,Tokyo Electron Ltd,105,Semi Discretes,57946,64142084000
TOL,Toll Brothers Inc,58.58,Building - Residential & Comm,1823499,6636384000
TOSYY,Toshiba Corp,17.42,Audio & Video Products,11860,22887658000
TOT,Totalfinaelf S.A.,46.68,Oil - International Integrated,2369551,1.24E+11
TPL,Texas Pacific Land Trust,1578,Other Alt Energy,122599,11528801000
TPR,Tapestry Inc,41.8,Retail - Apparel & Shoes,4066606,11291336000
TPTX,Turning Point Therapeutics Inc,91.54,Medical - Drugs,391473,4605099000
TPX,Tempur-Pedic International Inc,37.97,Retail - Home Furniture,2635429,7505360000
TREX,Trex Company,91.38,Building Products - Wood,859962,10139448000
TRGP,Targa Resources,32.45,Oil Refining & Marketing MLP,1724184,7140865000
TRI,Thomson Reuters Corp,88.52,Technology Services,577733,43316720000
TRIP,Tripadvisor Inc,55.68,Internet Commerce,5698467,6566172000
TRMB,Trimble Navigation,74.7,Electronics Products - Misc,1558430,17801658000
TRNO,Terreno Realty Corp,59.25,REIT - Equity Trust Other,387788,4029466000
TROW,T Rowe Price Group,178.13,Finance - Investment Mgmt,1356022,38821480000
TRP,Tc Energy Corp,47.73,Other Alt Energy,3422937,45652456000
TRU,Transunion,92.59,Business Information,1572055,16848344000
TRUMY,Terumo Corp ADR,36.2,Medical Products,16811,26723748000
TRV,The Travelers Companies Inc,153.64,Insurance - Proprty & Casualty,1556965,37650508000
TRYIY,Toray Inds Inc ADR,13.37,Textile - Products,24746,10447217000
TS,Tenaris S.A.,22.56,Steel - Pipe & Tube,2454253,13039020000
TSCDY,Tesco Plc ADR,9.48,Retail - Supermarket,421638,23968296000
TSCO,Tractor Supply Company,178.48,Retail - Misc & Diversified,1220131,19662016000
TSGTY,Tsingtao Brewery ADR,44.364,Beverages - Alcohol,584,11699488000
TSLA,Tesla Inc,618.71,Auto - Domestic,42032484,6.05E+11
TSM,Taiwan Semiconductor Manufacturing,116.56,Semi Fab Foundries,13344364,5.65E+11
TSN,Tyson Foods,75.98,Food - Meat Products,2504625,26853050000
TSYHY,Travelsky Tech SP H,23.6,IT Services,1629,7107740000
TT,Trane Technologies Plc,168.09,Technology Services,1181243,38437140000
TTC,Toro Company,104.34,Tools - Hand Held,511743,10952488000
TTD,Trade Desk Inc,671.21,Internet - Services,1095218,31652682000
TTDKY,Tdk Corp,142.01,Electronics - Misc Components,7322,17558098000
TTEC,Teletech Hlds,102.3,Technology Services,164184,4361215000
TTEK,Tetra Tech Inc,133.42,Pollution Controls,320283,6889795000
TTM,Tata Motors Ltd,20.4,Auto - Foreign,1532947,12306456000
TTNDY,Techtronic Industries CO Ltd,85.88,Machinery - Tools & Related,26845,29251808000
TTWO,Take-Two Interacti,174.29,Toys & Game & Hobby,1407568,19610206000
TU,Telus Corp,20.17,Diversified Comm Services,1660133,26860972000
TV,Grupo Televisa S.A.,9.55,Broadcast - Radio & TV,1551467,5387892000
TW,Tradeweb Markets Inc,73.86,Finance - Investment Brokers,886718,16723149000
TWLO,Twilio,319.79,Internet - Software,2582656,55661064000
TWODY,Taylor Wimpey Plc ADR,24.36,Building - Residential & Comm,586,9186228000
TWST,Twist Bioscience Corp,115.59,Medical - Biomedical,1193651,5685374000
TWTR,Twitter Inc,61.26,Internet - Software,18951297,49533376000
TX,Ternium S.A.,37.77,Steel - Producers,844112,7047457000
TXG,10X Genomics Inc,166.09,Medical Information Systems,866531,18384694000
TXN,Texas Instruments,188.2,Semi General,5247231,1.65E+11
TXRH,Texas Roadhouse Inc,97.77,Retail - Restaurants,832143,6329760000
TXT,Textron Inc,54.7,Aerospace - Defense,1204733,11929448000
TYL,Tyler Technologies,419.48,Business Software Services,415420,16690532000
U,Unity Software Inc,95.53,Internet - Software,5092404,25764480000
UA,Under Armour Inc Cl C,18.31,Textile - Apparel,3655371,8254661000
UAA,Under Armour,22.36,Textile - Apparel,5355802,10033919000
UAL,United Airlines Holdings Inc,56.83,Transportation - Airline,18731656,17143564000
UBER,Uber Technologies Inc,54.71,Internet - Services,18693201,97701608000
UBS,UBS Group Ag,16.04,Banks - Foreign,3520303,57753696000
UBSFY,Ubisoft Ent. ADR,15.05,Gaming,73843,9274295000
UBSI,United Bkshs Inc,39.68,Banks - Southeast,563271,4867517000
UCBJF,Ucb S.A.,94.625,Medical - Drugs,454,18507626000
UDR,United Dominion Realty Trust,44.76,REIT - Equity Trust Resident,2046810,12911714000
UFPI,Universal Forest Prd,73.29,Building Products - Wood,437030,4189940000
UGI,Ugi Corp,41.57,Utility - Gas Distribution,1077166,8488148000
UHAL,A M E R C O,619.41,Transportation - Equip & Lease,61965,11525385000
UHS,Universal Health Services,135.15,Medical - Hospitals,603315,11358348000
UI,Ubiquiti Networks,389.88,Wireless Equipment,104832,20694306000
ULTA,Ulta Beauty Inc,303,Retail - Misc & Diversified,1195864,16958038000
UMBF,Ump Financial Corp,93.69,Banks - Midwest,267587,4295757000
UMC,United Microelectronics Corp,8.83,Electronics - Semiconductors,7014540,19086674000
UNCFF,Unicredito Italia AZ,10.7,Banks - Foreign,11320,24640000000
UNF,Unifirst Corp,230.12,Uniform & Related,96035,4146306000
UNH,Unitedhealth Group Inc,376.48,Medical - HMO,3521851,3.50E+11
UNICY,Unicharm Corp/S ADR,8.47,Consumer Prdts - Misc Discr,158275,24915196000
UNM,Unumprovident Corp,27.72,Insurance - Accident & Health,3080352,5313305000
UNP,Union Pacific Corp,222.92,Transportation - Rail,3306089,1.43E+11
UOVEY,United Overseas Bank,38.495,Banks - Foreign,49227,31500022000
UPS,United Parcel Service,167.98,Transportation - Air Freight,3629214,1.39E+11
UPST,Upstart Holdings Inc,142.95,IT Services,4265333,8266166000
UPWK,Upwork Inc,44.23,Internet - Services,1898755,5315883000
URI,United Rentals,329.86,Building & Construction - Misc,702159,22050296000
USB,U.S. Bancorp,56.21,Banks - Major Regional,9501666,80342632000
USFD,US Foods Holding,37.14,Food - Misc & Diversified,2496811,8058330000
UTHR,United Therapeutic,171.21,Medical - Drugs,359461,7313232000
UUGRY,United Utilities Gro,25.485,Utility - Electric Power,76982,8675905000
V,Visa Inc,213.53,Financial Transaction Services,10119783,4.06E+11
VAC,Marriot Vacations Worldwide Cor,171.47,Hotels & Motels,518315,6896376000
VALE,Vale S.A.,16.74,Mining - Iron,32235404,85590992000
VAR,Varian Medical Systems,176.6,Medical Instruments,773344,16204071000
VCISY,Vinci Sa ADR,25.83,Building - Heavy Construction,61947,61293328000
VEDL,Vedanta Ltd,12.74,Mining - Misc,1121922,11430378000
VEEV,Veeva Systems Inc,254.4,Internet - Software,1213264,38531436000
VEOEY,Veolia Environnement,25.53,Utility - Water Supply,58840,14789298000
VER,Vereit Inc,38.53,REIT - Equity Trust Other,1598261,8737494000
VFC,V.F. Corp,80.21,Textile - Apparel,3228791,30034776000
VIAC,Viacomcbs Inc Cl B,48.23,Movie & TV Production & Dist,38518977,43434380000
VIACA,Viacomcbs Inc Cl A,49.51,Movie & TV Production & Dist,310334,43589280000
VICI,Vici Properties Inc,27.64,REIT - Equity Trust Other,6682226,14461975000
VIPS,Vipshop Holdings Ltd,31.19,Internet Services - Delivery,17198756,24303138000
VIR,Vir Biotechnology Inc,51.58,Medical - Biomedical,2015733,6247394000
VIRT,Virtu Financial Cm A,30.28,Finance - Misc Services,1395694,5720438000
VIV,Telecomunicacoes DE Sao Paulo ADR,7.97,Diversified Comm Services,1878592,13644615000
VIVHY,Vivendi Sa ADR,32.925,Diversified Comm Services,48874,39264088000
VLEEY,Valeo Sa ADR,16.77,Auto - Truck Original Parts,24189,7986346000
VLO,Valero Energy Corp,73.11,Oil - Refining and Marketing,4383557,29326650000
VLPNY,Voestalpine Ag,7.84,Steel - Specialty,690,7499066000
VLVLY,Volvo Ab,26.76,Auto - Truck Original Parts,46516,52848240000
VLY,Valley National Bancorp,13.99,Banks - Northeast,3729222,5339882000
VMC,Vulcan Materials Company,170.34,Building - CMT & CNT & AG,817489,21280420000
VMI,Valmont Industries,242.81,Steel - Pipe & Tube,149611,4924953000
VMW,Vmware Inc,153.94,Computer - Software,1148072,60674712000
VNO,Vornado Realty Trust,47.3,REIT - Equity Trust Other,2225429,8647332000
VNT,Vontier Corp,31.22,Technology Services,3425823,5191248000
VOD,Vodafone Grp Plc Ads,18.87,Wireless Non-US,4105726,49375128000
VONOY,Vonovia Se ADR,32.91,Real Estate Operations,26526,37563612000
VOPKY,Koninklijke Vpak ADR,49.94,Oil & Gas - Drilling,3349,6242411000
VOYA,VOYA Financial Inc,63.14,Insurance - Life,1300164,7648240000
VRM,Vroom Inc,37.43,Auto - Domestic,4388623,4824649000
VRNS,Varonis Systems Inc,53.36,Security,1682603,4954436000
VRSK,Verisk Analytics Inc,178.63,Business Information,1521659,28802788000
VRSN,Verisign Inc,199.68,Internet Software Services,696220,22056918000
VRT,Vertiv Holdings Llc.,19.49,IT Services,4741206,6747668000
VRTX,Vertex Pharmaceutic,214.64,Medical - Biomedical,1956332,54991936000
VST,Vistra Energy Corp,16.87,Utility - Electric Power,9094319,8136103000
VTR,Ventas Inc,54.87,REIT - Equity Trust Other,2401468,20089216000
VTRS,Viatris Inc,14.37,Medical Services,11348523,16911234000
VVV,Valvoline Inc,26.19,Chemical - Specialty,1404538,4631679000
VWAGY,Volkswagen Ag ADR,32.53,Auto - Foreign,2877667,1.68E+11
VWDRY,Vestas Wind ADR,62.49,Other Alt Energy,149414,35846224000
VZ,Verizon Communications Inc,58.18,Wireless National,21581793,2.36E+11
W,Wayfair Inc,343.68,Internet Commerce,1917345,33837840000
WAB,Wabtec Corp,78.5,Transportation - Equip & Lease,1659921,14363651000
WAL,Western Alliance Bancorp,96.1,Banks - West,825935,9250376000
WAT,Waters Corp,281.22,Industrial Scientific,351986,16731142000
WB,Weibo Corp Ads,49.21,Internet - Content,1939703,11548599000
WBA,Walgreens Boots Alliance,52.03,Retail - Drug Stores,5973323,44740096000
WBK,Westpac Banking Corp,18.68,Banks - Foreign,126593,63297392000
WBS,Webster Financial Corp,57.75,Banks - Northeast,647485,4988064000
WCC,Wesco International,85.8,Electronics - Parts Distrib,458441,4087701000
WCN,Waste Connections Inc,106.5,Waste Removal Svcs,1125254,27759162000
WDAY,Workday Inc,249.66,Internet - Software,1786665,59795008000
WDC,Western Digital Cp,67.28,Computer - Storage Devices,5300768,19486134000
WDFC,W D 40 Company,306.66,Consumer Prdts - Misc Staple,87235,4107219000
WEC,Wisconsin Energy Corp,93.03,Utility - Electric Power,1543544,29004248000
WEGRY,The Weir Group Plc,12.32,Engineering & R&D Services,3316,6339725000
WEICY,Weichai Power Co.Ltd,21.2,Engines - Internal Combustion,53532,20033028000
