Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,Volume,Sector,Price x Volume,Smooth Test,Peers
BHTG,BioHiTech Global Inc. Common Stock,1.56,-0.01,-0.01,Micro,United States,386926,Consumer Services,603604.56,FALSE,$WM $RSG $ROL $SPY
IIII,INSU Acquisition Corp. III Class A Common Stock,9.95,0,0,Micro,United States,60635,Finance,603318.25,TRUE,$SPY $DIA $IWM $QQQ
BRN,Barnwell Industries Inc. Common Stock,2.72,0.15,0.06,Micro,United States,221174,Energy,600487.41,FALSE,$COP $EOG $PXD $SPY
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,25.4,0.03,0,Micro,United States,23634,Public Utilities,600303.6,TRUE,$SPY $DIA $IWM $QQQ
LJAQU,LightJump Acquisition Corporation Unit,10.04,0.09,0.01,Micro,United States,57467,Finance,576968.68,TRUE,$SPY $DIA $IWM $QQQ
INVO,INVO BioScience Inc. Common Stock,4.47,0.14,0.03,Micro,United States,127834,Health Care,571417.98,FALSE,$ABT $DHR $SYK $SPY
TDACW,Trident Acquisitions Corp. Warrants,2.12,0.11,0.05,Micro,United States,269504,Finance,571348.48,TRUE,$SPY $DIA $IWM $QQQ
LTBR,Lightbridge Corporation Common Stock,6.39,0,0,Micro,United States,89376,Consumer Services,571112.64,TRUE,$950140.KQ $CSGP $VRSK $SPY
BKYI,BIO-key International Inc. Common Stock,3.62,0.13,0.04,Micro,United States,157618,Technology,570577.16,FALSE,$MSFT $ORCL $NOW $SPY
GGMCU,Glenfarne Merger Corp. Unit,10,0.08,0.01,Micro,United States,56858,Finance,568580,TRUE,$SPY $DIA $IWM $QQQ
COVAU,COVA Acquisition Corp. Unit,9.98,0.03,0,Micro,United States,56675,Finance,565616.5,TRUE,$SPY $DIA $IWM $QQQ
ENSV,Enservco Corporation Common Stock,1.82,0.09,0.05,Micro,United States,308294,Energy,561095.08,FALSE,$SLB $BKR $HAL $SPY
BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,24.58,0.23,0.01,Micro,,22812,Consumer Services,560718.96,TRUE,$SPY $DIA $IWM $QQQ
BTWNU,Bridgetown Holdings Limited Units,11.72,-0.03,0,Micro,Hong Kong,47536,Finance,557121.92,TRUE,$SPY $DIA $IWM $QQQ
NVVEW,Nuvve Holding Corp. Warrant,2.39,0.48,0.25,Micro,China,232020,Capital Goods,554527.8,TRUE,$SPY $DIA $IWM $QQQ
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,25.5,0.09,0,Micro,United States,21693,Consumer Services,553171.5,TRUE,$SPY $DIA $IWM $QQQ
LYL,Dragon Victory International Limited Ordinary Shares,1.55,-0.08,-0.05,Micro,China,355677,Finance,551299.35,TRUE,$LU $2858.HK $600817.SS $SPY
LMAOU,LMF Acquisition Opportunities Inc. Unit,10.19,0.03,0,Micro,United States,53852,Finance,548751.88,TRUE,$SPY $DIA $IWM $QQQ
APPHW,AppHarvest Inc. Warrants,6.5,-0.19,-0.03,Micro,United States,84272,Consumer Non-Durables,547768,TRUE,$SPY $DIA $IWM $QQQ
MXC,Mexco Energy Corporation Common Stock,8.8,-0.04,0,Micro,United States,62215,Energy,547492,FALSE,$COP $EOG $PXD $SPY
HCAR,Healthcare Services Acquisition Corporation Class A Common Stock,9.71,0.03,0,Micro,United States,56165,Finance,545362.15,TRUE,$SPY $DIA $IWM $QQQ
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,27.72,0.08,0,Micro,United States,19666,Public Utilities,545141.52,TRUE,$SPY $DIA $IWM $QQQ
AMS,American Shared Hospital Services Common Stock,2.67,-0.1,-0.04,Micro,United States,203692,Health Care,543857.64,TRUE,$CVS $CI $LH $SPY
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,24.04,0.24,0.01,Micro,United States,22398,Health Care,538447.92,TRUE,$SPY $DIA $IWM $QQQ
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,25.72,0.2,0.01,Micro,United States,20902,Public Utilities,537599.44,TRUE,$SPY $DIA $IWM $QQQ
EFOI,Energy Focus Inc. Common Stock,4.3,-0.3,-0.07,Micro,United States,124979,Consumer Durables,537409.7,FALSE,$EMR $3665.TW $ROK $SPY
FWP,Forward Pharma A/S American Depositary Shares,6.77,-0.08,-0.01,Micro,Denmark,79112,Health Care,535588.24,FALSE,$GMAB.CO $BAVA.CO $ZEAL.CO $SPY
CREX,Creative Realities Inc. Common Stock,1.77,-0.06,-0.03,Micro,United States,302404,Technology,535255.08,TRUE,$OMC $IPG $ADV $SPY
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,24.99,0.04,0,Micro,United States,21257,Finance,531212.43,TRUE,$SPY $DIA $IWM $QQQ
PSACW,Property Solutions Acquisition Corp. Warrant,2.6,0.04,0.02,Micro,United States,202813,Capital Goods,527313.8,TRUE,$SPY $DIA $IWM $QQQ
TWCTU,TWC Tech Holdings II Corp. Unit,10.23,0.12,0.01,Micro,United States,51260,Finance,524389.8,TRUE,$SPY $DIA $IWM $QQQ
CJJD,China Jo-Jo Drugstores Inc. Common Stock,1.16,0.04,0.04,Micro,China,451760,Health Care,524041.6,TRUE,$603233.SS $603939.SS $603883.SS $SPY
JOFFU,JOFF Fintech Acquisition Corp. Unit,9.97,0.02,0,Micro,United States,52512,Finance,523544.64,TRUE,$SPY $DIA $IWM $QQQ
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,25.69,0.14,0.01,Micro,United States,20327,Public Utilities,522200.63,TRUE,$SPY $DIA $IWM $QQQ
AFINP,American Finance Trust Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock,26.69,0.96,0.04,Micro,United States,19269,Consumer Services,514289.61,TRUE,$SPY $DIA $IWM $QQQ
GIGM,GigaMedia Limited Ordinary Shares,3.4,-0.01,0,Micro,Taiwan,150750,Technology,512550,TRUE,$4994.TW $GIGM $SPY
HTGM,HTG Molecular Diagnostics Inc. Common Stock,5.85,0.38,0.07,Micro,United States,87579,Capital Goods,512337.15,FALSE,$VEEV $TDOC $CERN $SPY
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,30.22,0.04,0,Micro,United States,16877,Consumer Services,510022.94,TRUE,$SPY $DIA $IWM $QQQ
TVACU,Thayer Ventures Acquisition Corporation Units,10.18,0,0,Micro,United States,50028,Finance,509285.04,TRUE,$SPY $DIA $IWM $QQQ
IKNX,Ikonics Corporation,10.5,0.7,0.07,Micro,United States,48428,Miscellaneous,508494,TRUE,$SHW $ECL $DD $SPY
RCLFU,Rosecliff Acquisition Corp I Unit,9.93,0.01,0,Micro,United States,51188,Finance,508296.84,TRUE,$SPY $DIA $IWM $QQQ
ADNWW,Advent Technologies Holdings Inc. Warrant,2.41,0.11,0.05,Micro,United States,209436,Miscellaneous,504740.76,TRUE,$SPY $DIA $IWM $QQQ
SQBG,Sequential Brands Group Inc. Common Stock,22.22,-0.66,-0.03,Micro,United States,22627,Consumer Non-Durables,502771.94,FALSE,$VFC $MAJJ $TPR $SPY
AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,9.67,-0.03,0,Micro,United States,51910,Finance,501969.7,TRUE,$SPY $DIA $IWM $QQQ
NAACU,North Atlantic Acquisition Corporation Unit,9.94,-0.01,0,Micro,Malta,50459,Finance,501562.46,TRUE,$SPY $DIA $IWM $QQQ
